link,title,snippet,date,source
https://www.bloomberg.com/news/newsletters/2023-10-01/could-apple-replace-google-with-own-search-engine-it-s-possible-but-unlikely-ln7gywed,"Could Apple Replace Google With Own Search Engine? It's Possible, but 
Unlikely","Apple has the wherewithal to launch its own search engine, a replacement 
for Google. And Microsoft even approached the company about helping...","Oct 1, 2023",Bloomberg
https://siliconangle.com/2023/07/20/apple-warns-will-pull-popular-apps-uk-surveillance-law-changes-planned/,"Apple warns it will pull popular apps from UK if surveillance law changes 
as planned","Apple Inc. warned today that if British surveillance laws change with the 
upcoming Online Safety Bill, it might have no choice but to pull...","Jul 20, 2023",SiliconANGLE
https://finance.yahoo.com/news/masimo-ceo-open-settling-apple-190741402.html,"Masimo CEO Open to Settling Apple Watch Rift But Says 'It Takes Two to 
Tango'","(Bloomberg) -- Masimo Corp. Chief Executive Officer Joe Kiani, head of the 
medical device maker that has put Apple Inc.'s smartwatch on the...","Dec 19, 2023",Yahoo Finance
https://www.bloomberg.com/news/articles/2024-02-05/forgot-your-apple-vision-pro-s-passcode-you-may-have-to-take-it-back-to-store,Apple (AAPL) Vision Pro Users Have to Send It Back If Passcode Is Lost,"Buyers of Apple Inc.'s new Vision Pro headset are finding it can be a major 
hassle if they lose their passcode.",4 weeks ago,Bloomberg.com
https://news.bloomberglaw.com/ip-law/vidal-vacates-patent-privity-ruling-boosting-apple-samsung,"Vidal Vacates Patent Privity Ruling, Boosting Apple, Samsung","Apple Inc.'s and Samsung Electronics Co.'s administrative challenges to a 
patent underlying suits against them got a boost after US Patent...","May 23, 2023",Bloomberg Law News
https://fortune.com/2023/04/17/how-much-will-apple-spend-on-stock-buybacks-earnings-90-billion/,"Wall Street wants to know whether Apple the buyback king will continue to 
plow $90 billion into stock buybacks—or go higher","One of the most important numbers in Apple Inc.'s upcoming earnings report 
has nothing to do with iPhones or Mac computers.","Apr 17, 2023",Fortune
https://www.proactiveinvestors.com/companies/news/1025013/apple-inc-s-wonderlust-a-desired-date-for-iphone-15-launch-analysts-1025013.html,Apple Inc's Wonderlust a desired date for iPhone 15 launch: analysts,"BofA Securities analysts expect Apple Inc (NASDAQ:AAPL) to launch the 
iPhone 15 on September 12, 2023, at its Wonderlust event,...","Aug 30, 2023",Proactive financial news
https://www.livemint.com/technology/tech-news/apple-inc-s-personal-computer-shipments-declined-by-40-5-in-the-first-quarter-11681102761696.html,"Apple Inc.’s personal computer shipments declined by 40.5% in the first 
quarter | Mint","Apple Inc.'s personal computer shipments declined by 40.5% in the first 
quarter, marking a tough start to the year for PC makers still...","Apr 10, 2023",mint
https://finance.yahoo.com/news/apples-lesser-known-co-founder-180031182.html,"Apple's Lesser-Known Co-Founder Owned ⅓ Of The Company But Missed Out On A 
Potential $900 Billion Fortune","With the late Steve Jobs and Steve Wozniak, Apple Inc.'s co-founders, 
dominating the tech world for decades, it's easy to overlook the vital...","Aug 21, 2023",Yahoo Finance
https://www.bloomberg.com/news/articles/2023-12-13/apple-set-to-be-hit-by-eu-antitrust-order-in-app-store-fight-with-spotify,Apple Set to Be Hit by EU Antitrust Order in App Store Fight With Spotify,"Apple Inc. faces a potentially hefty fine as well as a ban on App Store 
rules it allegedly used to thwart music-streaming rivals, in the...","Dec 13, 2023",Bloomberg
https://www.bloomberg.com/news/articles/2023-11-16/apple-project-to-replace-modems-made-by-qualcomm-falls-further-behind-to-2026,"Apple Project to Replace Modems Made by Qualcomm Falls Further Behind to 
2026","Company will likely miss a 2025 goal to roll out its own cellular modem 
inside the device.","Nov 16, 2023",Bloomberg
https://www.bloomberg.com/news/articles/2023-09-22/iphone-15-release-uk-how-to-save-money-find-best-deal,iPhone 15 Released: Cheapest Deals and Offers,"Apple Inc.'s latest iPhone went on sale Friday, drawing strong initial 
interest from buyers with sold-out pre-orders for some models and...","Sep 22, 2023",Bloomberg.com
https://www.business-standard.com/world-news/apple-inc-considered-switching-to-search-engine-duckduckgo-from-google-123100500094_1.html,Apple Inc considered switching to search engine DuckDuckGo from Google,"By Leah Nylen. Apple Inc. held talks with DuckDuckGo to replace Alphabet 
Inc.'s Google as the default search engine for the private mode on...","Oct 5, 2023",Business Standard
